row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
758,vQ31m01,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
759,vQ31m02,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
760,vQ31m03,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
761,vQ31m04,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
762,vQ31m05,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
763,vQ31m06,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
764,vQ31m07,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
765,vQ31m08,Q31,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
766,vQ31m90,Q31,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q31‧接下來針對「不是網路上」的情形詢問,請問您最近一年有沒有做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡51) □(01)實體加入政治或社區的社團或組織成為會員(例如:政治人物後援會) □(02)向地方首長或鄰里長反映社區問題或提出建議 □(03)出於政治、道德或環境原因抵制或購買某些產品 □(04)參加政黨、候選人或政治相關的募款活動 □(05)參加政治相關集會(例如:造勢晚會) □(06)參加社區或公民團體集會與活動 □(07)動員其他人投票給支持的候選人 □(08)動員其他人參與連署、公投、罷免、集體行動 □(90)都沒有【與選項(01)-(08)者互斥】 □(97)不"
767,vQ32sQ32,Q32,apply,,,,,,"1,5",97,98,,option code span including table,"Q32‧以下想要問您對一些事物的滿意程度。(卡52) 非常 | 不滿意 不滿意 普通 滿意 非常 | 滿意 (97) | 不知道 (98) | 拒答 Q32 整體來說,您對目前台灣的狀況(包含政治、經濟、社會等各面向),滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q33 請問您對賴清德擔任總統期間的整體表現滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q34 請問您對戶籍地縣(市)首長擔任縣(市)長期間的整體表現滿不滿意? | 提示說明:如受訪者不清楚地方首長,請訪員確認受訪者戶籍地在哪,並出示提示卡69,與受訪者說明所在戶籍地的縣市首長是誰。 1□ 2□ 3□ 4□ 5□ □ "
768,vQ32sQ33,Q33,apply,,,,,,"1,5",97,98,,option code span including table,"Q32‧以下想要問您對一些事物的滿意程度。(卡52) 非常 | 不滿意 不滿意 普通 滿意 非常 | 滿意 (97) | 不知道 (98) | 拒答 Q32 整體來說,您對目前台灣的狀況(包含政治、經濟、社會等各面向),滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q33 請問您對賴清德擔任總統期間的整體表現滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q34 請問您對戶籍地縣(市)首長擔任縣(市)長期間的整體表現滿不滿意? | 提示說明:如受訪者不清楚地方首長,請訪員確認受訪者戶籍地在哪,並出示提示卡69,與受訪者說明所在戶籍地的縣市首長是誰。 1□ 2□ 3□ 4□ 5□ □ "
769,vQ32sQ34,Q34,apply,,,,,,"1,5",97,98,,option code span including table,"Q32‧以下想要問您對一些事物的滿意程度。(卡52) 非常 | 不滿意 不滿意 普通 滿意 非常 | 滿意 (97) | 不知道 (98) | 拒答 Q32 整體來說,您對目前台灣的狀況(包含政治、經濟、社會等各面向),滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q33 請問您對賴清德擔任總統期間的整體表現滿不滿意? 1□ 2□ 3□ 4□ 5□ □ □ Q34 請問您對戶籍地縣(市)首長擔任縣(市)長期間的整體表現滿不滿意? | 提示說明:如受訪者不清楚地方首長,請訪員確認受訪者戶籍地在哪,並出示提示卡69,與受訪者說明所在戶籍地的縣市首長是誰。 1□ 2□ 3□ 4□ 5□ □ "
770,vQ58s58,Q58,apply,,,,,,"1,5",97,98,,option code span including table,"Q58‧那請問您同不同意以下的說法?(卡53) 非常 | 不同意 不同意 普通 同意 非常 | 同意 (97) | 不知道 (98) | 拒答 Q58 我們一般民眾對政府的作為,沒有任何影響力 1□ 2□ 3□ 4□ 5□ □ □ Q59 政府官員不會在乎我們一般民眾的想法 1□ 2□ 3□ 4□ 5□ □ □ Q60 政治有時候太複雜了,所以我們一般民眾實在搞不懂 1□ 2□ 3□ 4□ 5□ □ □ Q61 我對台灣目前重要的政治議題有相當不錯的理解 1□ 2□ 3□ 4□ 5□ □ □"
771,vQ58s59,Q59,apply,,,,,,"1,5",97,98,,option code span including table,"Q58‧那請問您同不同意以下的說法?(卡53) 非常 | 不同意 不同意 普通 同意 非常 | 同意 (97) | 不知道 (98) | 拒答 Q58 我們一般民眾對政府的作為,沒有任何影響力 1□ 2□ 3□ 4□ 5□ □ □ Q59 政府官員不會在乎我們一般民眾的想法 1□ 2□ 3□ 4□ 5□ □ □ Q60 政治有時候太複雜了,所以我們一般民眾實在搞不懂 1□ 2□ 3□ 4□ 5□ □ □ Q61 我對台灣目前重要的政治議題有相當不錯的理解 1□ 2□ 3□ 4□ 5□ □ □"
772,vQ58s60,Q60,apply,,,,,,"1,5",97,98,,option code span including table,"Q58‧那請問您同不同意以下的說法?(卡53) 非常 | 不同意 不同意 普通 同意 非常 | 同意 (97) | 不知道 (98) | 拒答 Q58 我們一般民眾對政府的作為,沒有任何影響力 1□ 2□ 3□ 4□ 5□ □ □ Q59 政府官員不會在乎我們一般民眾的想法 1□ 2□ 3□ 4□ 5□ □ □ Q60 政治有時候太複雜了,所以我們一般民眾實在搞不懂 1□ 2□ 3□ 4□ 5□ □ □ Q61 我對台灣目前重要的政治議題有相當不錯的理解 1□ 2□ 3□ 4□ 5□ □ □"
773,vQ58s61,Q61,apply,,,,,,"1,5",97,98,,option code span including table,"Q58‧那請問您同不同意以下的說法?(卡53) 非常 | 不同意 不同意 普通 同意 非常 | 同意 (97) | 不知道 (98) | 拒答 Q58 我們一般民眾對政府的作為,沒有任何影響力 1□ 2□ 3□ 4□ 5□ □ □ Q59 政府官員不會在乎我們一般民眾的想法 1□ 2□ 3□ 4□ 5□ □ □ Q60 政治有時候太複雜了,所以我們一般民眾實在搞不懂 1□ 2□ 3□ 4□ 5□ □ □ Q61 我對台灣目前重要的政治議題有相當不錯的理解 1□ 2□ 3□ 4□ 5□ □ □"
774,vQ46,Q46,match,,"1,5",97,98,,"1,5",97,98,,option code span including table,"Q46. 整體來說,請問您對政治的事情,感不感興趣?(卡54) □(01)非常不感興趣 □(02)有點不感興趣 □(03)普通 □(04)有點感興趣 □(05)非常感興趣 □(97)不知道 □(98)拒答 【譚躍委員】P3_2‧請問您同不同意下列說法,國民黨與民進黨之間存在強烈的衝突?(卡55) □ (01)非常不同意 □ (02)不同意 □ (03)普通 □ (04)同意 □ (05)非常同意 □ (97)不知道 □ (98)拒答 【譚躍委員】P3_3‧請問您同不同意下列說法,國民黨跟民進黨的觀點有極大的差異?(卡55) □ (01)非常不同意 □ (02)不同意 □ (03)普通 □ (0"
775,vP3_2,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
776,vP3_3,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
777,vP2_1,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
778,vP2_2,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
779,vP2_3,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
780,vP2_4,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
781,vP2_5,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
782,vP2_6,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
783,vQ43,Q43,match,,"1,8",97,98,,"1,8",97,98,,option code span including table,"Q43.民國113年(西元2024年)1月的總統選舉,請問您有沒有去投票?投給誰?(卡58) 受訪者年齡:【貼題A1】年次;【貼題A2】歲 □(01)有,投給賴清德、蕭美琴 □(02)有,投給侯友宜、趙少康 □(03)有,投給柯文哲、吳欣盈 □(04)有,投廢票 □(05)有,但拒答或忘記投給誰 □(06)有去投立委票,但沒有投總統票 □(07)沒有去投票 □(08)當時沒有投票權【受訪者若不是94~96年次者選08,請訪員再確認】【A1答94、95、96者,或A2答(01),只能選此項】 □(97)不知道 □(98)拒答"
784,vQ44,Q44,match,,"1,89",90,91,92,"1,89",90,91,92,option code span including table,"Q44. 今年年底是縣市長選舉,請問如果明天就是投票日,在您戶籍地的縣市長候選人當中,請問您會把票投給哪一黨的候選人?(卡59)【A1為96者,或A2答(01)者,不需答此題】 □(01)國民黨 □(02)民進黨 □(03)台灣民眾黨 □(04)無黨籍 □(88)其他政黨,請說明____ □(89)投廢票 □(90)不投票 □(91)不會投縣市長選票 □(92)還沒決定 □(93)沒有投票權 □(94)看情形 □(95)無意見 □(97)不知道 □(98)拒答"
785,vQ45,Q45,mismatch,existing r1-r4 differ from proposal,"1,89",90,91,92,"1,88",90,91,92,option code span including table,"Q45.那請問您有沒有比較傾向投給哪一黨的候選人?(卡59)【Q44答(89)、(90)、(91)、(92)、 (94)、(95)、(97)、(98),需答此題】 □(01)國民黨 □(02)民進黨 □(03)台灣民眾黨 □(04)無黨籍 □(88)其他政黨,請說明____ □(90)都沒有 □(97)不知道 □(98)拒答"
786,vQ47,Q47,match,,997,998,,,997,998,,,option code span including table,"Q47. 若0代表非常冰冷,100代表非常溫暖,請問國民黨讓您感到溫暖的程度是多少?(卡60) 0 100 (非常冰冷)-----------------------------------------------------------------------(非常溫暖) □(997)不知道 □(998)拒答"
787,vQ48,Q48,match,,997,998,,,997,998,,,option code span including table,"Q48. 若0代表非常冰冷,100代表非常溫暖,請問民進黨讓您感到溫暖的程度是多少?(卡60) 0 100 (非常冰冷)------------------------------------------------------------------------(非常溫暖) □(997)不知道 □(998)拒答"
788,vQ62,Q62,match,,997,998,,,997,998,,,option code span including table,"Q62. 代表非常冰冷,100代表非常溫暖,請問民眾黨讓您感到溫暖的程度是多少?(卡60) 0 100 (非常冰冷)------------------------------------------------------------------------(非常溫暖) □(997)不知道 □(998)拒答"
789,vQ49,Q49,apply,,,,,,"1,2",97,98,,option code span including table,"Q49在目前國內的政黨中,請問您有沒有偏向支持哪一個政黨? □ (01) 有 □ (97) 不知道 □ (02) 沒有 □ (98) 拒答"
